 2016-04-28 12:56:48,257 [P2332/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.4.3 application starting on BENNYLIN-PC
 2016-04-28 12:56:48,577 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-04-28 12:56:48,585 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 8ms)
 2016-04-28 12:56:48,682 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-04-28 12:56:49,662 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 979ms)
 2016-04-28 12:56:50,221 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-04-28 12:56:50,222 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
 2016-04-28 12:56:50,222 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-04-28 12:56:50,280 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 58ms)
 2016-04-28 12:56:50,292 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-04-28 12:56:50,292 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 0ms)
 2016-04-28 12:56:50,293 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-04-28 12:56:50,510 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 217ms)
 2016-04-28 12:56:50,871 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-04-28 12:56:50,872 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2016-04-28 12:56:50,872 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-04-28 12:56:50,872 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2016-04-28 12:56:52,567 [P2332/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 12:56:52,874 [P2332/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 12:56:53,169 [P2332/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 12:56:53,204 [P2332/D2/T1] WARN  Umbraco.Core.Sync.DatabaseServerMessenger - No last synced Id found, this generally means this is a new server/install. The server will build its caches and indexes, and then adjust its last synced Id to the latest found in the database and maintain cache updates based on that Id.
 2016-04-28 12:56:53,234 [P2332/D2/T1] INFO  umbraco.content - Load Xml from file...
 2016-04-28 12:56:53,256 [P2332/D2/T1] INFO  umbraco.content - Loaded Xml from file.
 2016-04-28 12:56:53,373 [P2332/D2/T1] INFO  umbraco.content - Loading content from database...
 2016-04-28 12:56:55,255 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-04-28 12:56:55,257 [P2332/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 2ms)
 2016-04-28 12:56:55,557 [P2332/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-04-28 12:56:55,575 [P2332/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-04-28 12:56:55,575 [P2332/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-04-28 12:56:55,622 [P2332/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 7426ms)
 2016-04-28 12:56:58,241 [P2332/D2/T13] INFO  umbraco.content - Save Xml to file...
 2016-04-28 12:56:58,244 [P2332/D2/T6] INFO  umbraco.content - Saved Xml to file.
 2016-04-28 12:57:04,934 [P2332/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:54818/umbraco (UmbracoModule request)
 2016-04-28 12:58:06,577 [P2332/D2/T11] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-04-27 12:58:06
 2016-04-28 12:58:06,673 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-04-28 12:58:06,695 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 21ms)
 2016-04-28 12:58:17,194 [P2332/D2/T8] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username bennylam@hotmail.com from IP address ::1
 2016-04-28 12:58:17,196 [P2332/D2/T8] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: bennylam@hotmail.com logged in from IP address ::1
 2016-04-28 12:58:17,418 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-04-28 12:58:17,419 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2016-04-28 12:58:17,580 [P2332/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-04-28 12:58:17,581 [P2332/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 0ms)
 2016-04-28 12:58:17,670 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-04-28 12:58:17,670 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-04-28 12:58:17,679 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-04-28 12:58:17,680 [P2332/D2/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-04-28 12:58:17,705 [P2332/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-04-28 12:58:17,706 [P2332/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2016-04-28 13:15:20,698 [P10120/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.4.3 application starting on BENNYLIN-PC
 2016-04-28 13:15:20,721 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-04-28 13:15:20,730 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 8ms)
 2016-04-28 13:15:20,770 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-04-28 13:15:21,015 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 245ms)
 2016-04-28 13:15:21,025 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-04-28 13:15:21,030 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 4ms)
 2016-04-28 13:15:21,030 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-04-28 13:15:21,034 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 3ms)
 2016-04-28 13:15:21,044 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-04-28 13:15:21,048 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 3ms)
 2016-04-28 13:15:21,048 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-04-28 13:15:21,055 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 6ms)
 2016-04-28 13:15:21,086 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-04-28 13:15:21,089 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 3ms)
 2016-04-28 13:15:21,089 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-04-28 13:15:21,095 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 5ms)
 2016-04-28 13:15:21,857 [P10120/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 13:15:22,053 [P10120/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 13:15:22,076 [P10120/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-04-28 13:15:22,103 [P10120/D2/T1] WARN  Umbraco.Core.Sync.DatabaseServerMessenger - No last synced Id found, this generally means this is a new server/install. The server will build its caches and indexes, and then adjust its last synced Id to the latest found in the database and maintain cache updates based on that Id.
 2016-04-28 13:15:22,134 [P10120/D2/T1] INFO  umbraco.content - Load Xml from file...
 2016-04-28 13:15:22,136 [P10120/D2/T1] INFO  umbraco.content - Loaded Xml from file.
 2016-04-28 13:15:22,139 [P10120/D2/T1] INFO  umbraco.content - Loading content from database...
 2016-04-28 13:15:22,753 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-04-28 13:15:22,762 [P10120/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 9ms)
 2016-04-28 13:15:22,990 [P10120/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-04-28 13:15:23,000 [P10120/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-04-28 13:15:23,001 [P10120/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-04-28 13:15:23,006 [P10120/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2362ms)
 2016-04-28 13:15:23,872 [P10120/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:54818/umbraco (UmbracoModule request)
 2016-04-28 13:15:28,367 [P10120/D2/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-04-28 13:15:28,372 [P10120/D2/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 5ms)
 2016-04-28 13:15:28,390 [P10120/D2/T13] INFO  umbraco.content - Save Xml to file...
 2016-04-28 13:15:28,481 [P10120/D2/T19] INFO  umbraco.content - Saved Xml to file.
 2016-04-28 13:15:29,349 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-04-28 13:15:29,354 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 5ms)
 2016-04-28 13:15:29,363 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-04-28 13:15:29,363 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-04-28 13:15:29,365 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-04-28 13:15:29,370 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 4ms)
 2016-04-28 13:15:29,380 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-04-28 13:15:29,386 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 6ms)
 2016-04-28 13:15:29,560 [P10120/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
